,Purchase_x,Occupation,Marital_Status,Gender_F,Age_0-17,Age_18-25,Age_26-35,Age_36-45,Age_46-50,Age_51-55,Age_55+,City_Category_A,City_Category_B,City_Category_C,Stay_In_Current_City_Years_0,Stay_In_Current_City_Years_1,Stay_In_Current_City_Years_2,Stay_In_Current_City_Years_3,Stay_In_Current_City_Years_4+
290577,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
290590,1,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
290756,2,5,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
290972,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
291160,0,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
291197,0,17,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
291210,0,5,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
291311,0,20,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
291370,0,14,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
291400,0,6,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
291414,3,20,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
291824,1,17,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
291980,0,14,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
292019,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
292556,2,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
292935,2,20,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
293204,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
293382,1,12,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
293486,0,19,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
293509,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
293575,0,13,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
293617,0,13,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
293684,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
293994,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
294032,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
294057,0,14,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
294133,0,17,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
294145,0,14,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
294162,0,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
294189,1,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
294377,1,19,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
294544,0,18,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
294619,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
294629,0,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
294706,0,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
294760,0,16,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
294866,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
294913,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
294927,2,17,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
295293,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
295330,0,16,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
295349,0,17,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
295397,0,16,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
295469,0,20,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
295551,0,5,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
295589,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
295619,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
295653,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
295742,1,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
295857,0,7,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
295885,0,16,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
295912,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
295993,0,5,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
296007,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
296065,1,17,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
296196,0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
296211,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
296230,1,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
296381,0,18,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
296417,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
296552,0,20,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
296603,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
296629,1,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
296732,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
296779,1,9,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
296925,0,13,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
296987,1,17,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
297178,0,14,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
297195,1,16,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
297403,0,14,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
297452,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
297558,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
297832,0,13,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
297843,0,16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
297859,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
297906,0,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
297919,0,16,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
297932,1,17,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
298024,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
298149,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
298167,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
298423,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
298441,0,10,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
298470,0,16,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
298493,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
298568,0,9,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
298588,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
298664,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
298742,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
298751,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
299072,0,20,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
299184,6,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
299881,0,6,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
299898,1,12,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
300039,2,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
300243,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
300276,0,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
300293,0,5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
300308,0,20,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
300336,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
300406,1,14,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
300522,3,7,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
300988,1,20,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
301159,1,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
301277,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
301295,0,14,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
301311,0,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
301334,0,5,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
301345,0,17,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
301405,0,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
301429,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
301836,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
302024,1,18,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
302175,0,17,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
302238,2,17,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
302410,0,7,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
302498,2,12,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
302780,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
302832,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
302942,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
303004,1,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
303119,0,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
303135,1,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
303344,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
303514,0,6,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
303556,2,20,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
303824,0,20,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
303893,0,14,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
303919,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
304014,0,7,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
304034,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
304256,0,6,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
304287,0,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
304358,0,12,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
304406,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
304510,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
304583,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
304692,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
304719,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
304769,0,17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
304825,0,17,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
304837,1,14,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
305020,1,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
305132,0,17,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
305148,0,14,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
305219,0,20,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
305296,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
305315,0,12,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
305360,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
305374,0,14,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
305415,1,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
305527,0,11,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
305561,0,14,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
305613,1,7,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
305802,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
306000,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
306014,0,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
306044,0,20,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
306134,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
306232,0,4,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
306250,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
306293,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
306313,2,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
306624,0,15,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
306645,1,14,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
306865,0,14,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
306902,0,14,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
306928,0,14,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
306959,0,20,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
306994,2,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
307253,0,17,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
307298,3,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
307769,0,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
307795,0,16,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
307883,1,11,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
307992,2,14,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
308347,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
308731,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
308806,0,7,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
308853,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
308909,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
308937,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
309021,0,17,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
309059,3,7,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
309449,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
309551,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
309575,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
309628,1,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
309791,0,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
309805,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
309858,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
309984,3,16,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
310389,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
310428,0,17,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
310518,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
310531,0,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
310540,0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
310557,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
310614,0,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
310681,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
310938,0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
310977,1,7,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
311088,0,7,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
311110,2,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
311385,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
311500,0,15,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
311559,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
311593,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
312122,0,4,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
312146,1,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
312384,0,4,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
312416,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
312540,2,17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
312783,1,16,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
312947,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
312986,0,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
313034,0,4,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
313115,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
313179,2,7,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
313465,2,14,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
313842,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
314071,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
314106,0,7,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
314126,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
314214,0,4,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
314258,3,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
314805,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
314832,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
314902,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
315032,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
315043,0,11,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
315082,0,14,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
315154,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
315205,0,18,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
315217,0,4,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
315312,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
315345,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
315441,5,4,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
316057,1,17,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
316169,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
316190,0,15,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
316197,0,17,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
316251,0,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
316263,0,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
316278,1,20,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
316502,1,16,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
316689,0,7,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
316706,0,7,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
316728,1,5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
316930,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
316977,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
316992,0,16,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
317022,0,15,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
317039,0,7,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
317112,0,17,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
317176,1,5,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
317404,1,17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
317583,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
317630,0,6,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
317711,3,6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
318101,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
318220,0,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
318309,0,18,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
318383,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
318396,0,14,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
318439,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
318504,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
318774,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
318834,0,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
318904,0,10,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
318929,0,6,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
319030,0,18,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
319049,2,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
319363,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
319409,1,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
319561,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
319716,0,3,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
319760,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
319777,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
319828,0,9,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
319848,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
319881,1,20,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
320027,0,20,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
320109,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
320131,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
320255,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
320644,2,15,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
320890,1,6,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
321012,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
321229,0,9,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
321271,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
321365,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
321387,0,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
321464,0,17,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
321504,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
321545,1,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
321644,1,20,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
321846,0,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
321930,0,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
321986,1,7,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
322170,0,10,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
322185,0,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
322263,0,15,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
322281,1,17,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
322423,0,9,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
322474,0,17,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
322545,2,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
322937,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
323048,1,14,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
323167,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
323205,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
323292,0,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
323394,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
323409,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
323437,5,17,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
324203,0,16,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
324265,2,7,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
324529,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
324734,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
324818,0,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
324833,1,12,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
325019,0,10,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
325117,4,17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
325608,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
325626,0,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
325648,0,7,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
325687,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
325784,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
325801,0,11,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
325817,0,18,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
325828,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
325842,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
325940,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
325950,0,6,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
325986,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
326059,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
326108,0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
